0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00
2.000000000000000000e+00 1.413999999999999924e+00
3.000000000000000000e+00 1.731999999999999984e+00
4.000000000000000000e+00 2.000000000000000000e+00
5.000000000000000000e+00 2.236000000000000210e+00
6.000000000000000000e+00 2.448999999999999844e+00
7.000000000000000000e+00 2.645999999999999908e+00
8.000000000000000000e+00 2.827999999999999847e+00
9.000000000000000000e+00 3.000000000000000000e+00
1.000000000000000000e+01 3.161999999999999922e+00
1.100000000000000000e+01 3.317000000000000171e+00
1.200000000000000000e+01 3.463999999999999968e+00
1.300000000000000000e+01 3.605999999999999872e+00
1.400000000000000000e+01 3.741999999999999993e+00
1.500000000000000000e+01 3.873000000000000220e+00
1.600000000000000000e+01 4.000000000000000000e+00
1.700000000000000000e+01 4.123000000000000220e+00
1.800000000000000000e+01 4.243000000000000327e+00
1.900000000000000000e+01 4.358999999999999986e+00
2.000000000000000000e+01 4.472000000000000419e+00
2.100000000000000000e+01 4.583000000000000185e+00
2.200000000000000000e+01 4.690000000000000391e+00
2.300000000000000000e+01 4.796000000000000263e+00
2.400000000000000000e+01 4.899000000000000021e+00
2.500000000000000000e+01 5.000000000000000000e+00
2.600000000000000000e+01 5.099000000000000199e+00
2.700000000000000000e+01 5.195999999999999730e+00
2.800000000000000000e+01 5.291999999999999815e+00
2.900000000000000000e+01 5.384999999999999787e+00
3.000000000000000000e+01 5.477000000000000313e+00
3.100000000000000000e+01 5.567999999999999616e+00
3.200000000000000000e+01 5.657000000000000028e+00
3.300000000000000000e+01 5.745000000000000107e+00
3.400000000000000000e+01 5.831000000000000405e+00
3.500000000000000000e+01 5.916000000000000369e+00
3.600000000000000000e+01 6.000000000000000000e+00
3.700000000000000000e+01 6.083000000000000185e+00
3.800000000000000000e+01 6.163999999999999702e+00
3.900000000000000000e+01 6.245000000000000107e+00
4.000000000000000000e+01 6.325000000000000178e+00
4.100000000000000000e+01 6.402999999999999581e+00
4.200000000000000000e+01 6.480999999999999872e+00
4.300000000000000000e+01 6.557000000000000384e+00
4.400000000000000000e+01 6.633000000000000007e+00
4.500000000000000000e+01 6.708000000000000185e+00
4.600000000000000000e+01 6.782000000000000028e+00
4.700000000000000000e+01 6.855999999999999872e+00
4.800000000000000000e+01 6.927999999999999936e+00
4.900000000000000000e+01 7.000000000000000000e+00
5.000000000000000000e+01 7.070999999999999730e+00
5.100000000000000000e+01 7.141000000000000014e+00
5.200000000000000000e+01 7.211000000000000298e+00
5.300000000000000000e+01 7.280000000000000249e+00
5.400000000000000000e+01 7.347999999999999865e+00
5.500000000000000000e+01 7.416000000000000369e+00
5.600000000000000000e+01 7.482999999999999652e+00
5.700000000000000000e+01 7.549999999999999822e+00
5.800000000000000000e+01 7.615999999999999659e+00
5.900000000000000000e+01 7.681000000000000050e+00
6.000000000000000000e+01 7.746000000000000441e+00
6.100000000000000000e+01 7.809999999999999609e+00
6.200000000000000000e+01 7.873999999999999666e+00
6.300000000000000000e+01 7.937000000000000277e+00
6.400000000000000000e+01 8.000000000000000000e+00
6.500000000000000000e+01 8.061999999999999389e+00
6.600000000000000000e+01 8.124000000000000554e+00
6.700000000000000000e+01 8.185000000000000497e+00
6.800000000000000000e+01 8.246000000000000441e+00
6.900000000000000000e+01 8.307000000000000384e+00
7.000000000000000000e+01 8.367000000000000881e+00
7.100000000000000000e+01 8.426000000000000156e+00
7.200000000000000000e+01 8.484999999999999432e+00
7.300000000000000000e+01 8.544000000000000483e+00
7.400000000000000000e+01 8.602000000000000313e+00
7.500000000000000000e+01 8.660000000000000142e+00
7.600000000000000000e+01 8.717999999999999972e+00
7.700000000000000000e+01 8.775000000000000355e+00
7.800000000000000000e+01 8.832000000000000739e+00
7.900000000000000000e+01 8.887999999999999901e+00
8.000000000000000000e+01 8.944000000000000838e+00
8.100000000000000000e+01 9.000000000000000000e+00
8.200000000000000000e+01 9.054999999999999716e+00
8.300000000000000000e+01 9.109999999999999432e+00
8.400000000000000000e+01 9.164999999999999147e+00
8.500000000000000000e+01 9.220000000000000639e+00
8.600000000000000000e+01 9.273999999999999133e+00
8.700000000000000000e+01 9.326999999999999957e+00
8.800000000000000000e+01 9.381000000000000227e+00
8.900000000000000000e+01 9.433999999999999275e+00
9.000000000000000000e+01 9.487000000000000099e+00
9.100000000000000000e+01 9.538999999999999702e+00
9.200000000000000000e+01 9.592000000000000526e+00
9.300000000000000000e+01 9.644000000000000128e+00
9.400000000000000000e+01 9.695000000000000284e+00
9.500000000000000000e+01 9.746999999999999886e+00
9.600000000000000000e+01 9.798000000000000043e+00
9.700000000000000000e+01 9.849000000000000199e+00
9.800000000000000000e+01 9.898999999999999133e+00
9.900000000000000000e+01 9.949999999999999289e+00
